./startup/00-startup.py:5:116: E501 line too long (117 > 115 characters)
./startup/00-startup.py:6:1: E402 module level import not at top of file
./startup/00-startup.py:6:1: F403 'from .RSoXS.SSTObjects.gatevalves import *' used; unable to detect undefined names
./startup/00-startup.py:7:1: E402 module level import not at top of file
./startup/00-startup.py:7:1: F403 'from .RSoXS.SSTObjects.shutters import *' used; unable to detect undefined names
./startup/00-startup.py:8:1: E402 module level import not at top of file
./startup/00-startup.py:8:1: F403 'from .RSoXS.SSTObjects.vacuum import *' used; unable to detect undefined names
./startup/00-startup.py:9:1: E402 module level import not at top of file
./startup/00-startup.py:9:1: F403 'from .RSoXS.SSTObjects.motors import *' used; unable to detect undefined names
./startup/00-startup.py:10:1: E402 module level import not at top of file
./startup/00-startup.py:10:1: F403 'from .RSoXS.SSTObjects.mirrors import *' used; unable to detect undefined names
./startup/00-startup.py:11:1: E402 module level import not at top of file
./startup/00-startup.py:11:1: F403 'from .RSoXS.SSTObjects.diode import *' used; unable to detect undefined names
./startup/00-startup.py:14:1: E402 module level import not at top of file
./startup/00-startup.py:14:1: F403 'from .RSoXS.SSTBase.archiver import *' used; unable to detect undefined names
./startup/00-startup.py:17:1: E402 module level import not at top of file
./startup/00-startup.py:17:1: F403 'from .RSoXS.RSoXSBase.startup import *' used; unable to detect undefined names
./startup/00-startup.py:20:1: E402 module level import not at top of file
./startup/00-startup.py:20:1: F403 'from .RSoXS.RSoXSObjects.motors import *' used; unable to detect undefined names
./startup/00-startup.py:21:1: E402 module level import not at top of file
./startup/00-startup.py:21:1: F403 'from .RSoXS.RSoXSObjects.cameras import *' used; unable to detect undefined names
./startup/00-startup.py:22:1: E402 module level import not at top of file
./startup/00-startup.py:22:1: F403 'from .RSoXS.RSoXSObjects.signals import *' used; unable to detect undefined names
./startup/00-startup.py:23:1: E402 module level import not at top of file
./startup/00-startup.py:23:1: F403 'from .RSoXS.RSoXSObjects.detectors import *' used; unable to detect undefined names
./startup/00-startup.py:24:1: E402 module level import not at top of file
./startup/00-startup.py:24:1: F403 'from .RSoXS.RSoXSObjects.slits import *' used; unable to detect undefined names
./startup/00-startup.py:25:1: E402 module level import not at top of file
./startup/00-startup.py:25:1: F403 'from .RSoXS.RSoXSObjects.syringepump import *' used; unable to detect undefined names
./startup/00-startup.py:26:1: E402 module level import not at top of file
./startup/00-startup.py:26:1: F403 'from .RSoXS.RSoXSObjects.energy import *' used; unable to detect undefined names
./startup/00-startup.py:29:1: E402 module level import not at top of file
./startup/00-startup.py:29:1: F403 'from .RSoXS.RSoXSBase.configurations import *' used; unable to detect undefined names
./startup/00-startup.py:30:1: E402 module level import not at top of file
./startup/00-startup.py:30:1: F403 'from .RSoXS.RSoXSBase.schemas import *' used; unable to detect undefined names
./startup/00-startup.py:31:1: E402 module level import not at top of file
./startup/00-startup.py:31:1: F403 'from .RSoXS.RSoXSBase.PVdictionary import *' used; unable to detect undefined names
./startup/00-startup.py:32:1: E402 module level import not at top of file
./startup/00-startup.py:32:1: F403 'from .RSoXS.RSoXSBase.common_procedures import *' used; unable to detect undefined names
./startup/00-startup.py:33:1: E402 module level import not at top of file
./startup/00-startup.py:33:1: F403 'from .RSoXS.RSoXSBase.common_metadata import *' used; unable to detect undefined names
./startup/00-startup.py:34:1: E402 module level import not at top of file
./startup/00-startup.py:34:1: F403 'from .RSoXS.RSoXSBase.energyscancore import *' used; unable to detect undefined names
./startup/00-startup.py:35:1: E402 module level import not at top of file
./startup/00-startup.py:35:1: F403 'from .RSoXS.RSoXSBase.energyscans import *' used; unable to detect undefined names
./startup/00-startup.py:36:1: E402 module level import not at top of file
./startup/00-startup.py:36:1: F403 'from .RSoXS.RSoXSBase.NEXAFSscans import *' used; unable to detect undefined names
./startup/00-startup.py:37:1: E402 module level import not at top of file
./startup/00-startup.py:37:1: F403 'from .RSoXS.RSoXSBase.alignment import *' used; unable to detect undefined names
./startup/00-startup.py:38:1: E402 module level import not at top of file
./startup/00-startup.py:38:1: F401 '.RSoXS.RSoXSObjects.slackbot.rsoxs_bot' imported but unused
./startup/00-startup.py:49:5: F403 'from RSoXS.RSoXSBase.magics import *' used; unable to detect undefined names
./startup/00-startup.py:51:5: F405 'user' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:109:9: F405 'mir4' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:110:9: F405 'mir2_type' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:116:1: F405 'sd' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:118:9: F405 'Shutter_control' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:119:9: F405 'mono_en' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:120:9: F405 'ring_current' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:121:9: F405 'Beamstop_WAXS' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:122:9: F405 'Beamstop_SAXS' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:123:9: F405 'Izero_Mesh' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:124:9: F405 'Sample_TEY' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:130:1: F405 'RE' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:130:25: F405 'dark_frame_preprocessor_waxs' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:131:1: F405 'RE' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:131:25: F405 'dark_frame_preprocessor_saxs' may be undefined, or defined from star imports: .RSoXS.RSoXSBase.NEXAFSscans, .RSoXS.RSoXSBase.PVdictionary, .RSoXS.RSoXSBase.alignment, .RSoXS.RSoXSBase.common_metadata, .RSoXS.RSoXSBase.common_procedures, .RSoXS.RSoXSBase.configurations, .RSoXS.RSoXSBase.energyscancore, .RSoXS.RSoXSBase.energyscans, .RSoXS.RSoXSBase.schemas, .RSoXS.RSoXSBase.startup, .RSoXS.RSoXSObjects.cameras, .RSoXS.RSoXSObjects.detectors, .RSoXS.RSoXSObjects.energy, .RSoXS.RSoXSObjects.motors, .RSoXS.RSoXSObjects.signals, .RSoXS.RSoXSObjects.slits, .RSoXS.RSoXSObjects.syringepump, .RSoXS.SSTBase.archiver, .RSoXS.SSTObjects.diode, .RSoXS.SSTObjects.gatevalves, .RSoXS.SSTObjects.mirrors, .RSoXS.SSTObjects.motors, .RSoXS.SSTObjects.shutters, .RSoXS.SSTObjects.vacuum, RSoXS.RSoXSBase.magics
./startup/00-startup.py:135:1: E402 module level import not at top of file
./startup/00-startup.py:135:1: F403 'from .RSoXS.RSoXSObjects.contingencies import *' used; unable to detect undefined names
./startup/00-startup.py:135:1: F401 '.RSoXS.RSoXSObjects.contingencies.*' imported but unused
./startup/RSoXS/SSTBase/motors.py:184:9: E722 do not use bare 'except'
./startup/RSoXS/SSTBase/motors.py:191:21: E722 do not use bare 'except'
./startup/RSoXS/RSoXSObjects/energy.py:302:33: F821 undefined name 'get_ipython'
./startup/RSoXS/RSoXSObjects/energy.py:448:5: F841 local variable 'enval' is assigned to but never used
./startup/RSoXS/RSoXSObjects/detectors.py:7:1: F401 '..RSoXSObjects.motors.sam_X' imported but unused
./startup/RSoXS/RSoXSObjects/detectors.py:7:1: F401 '..RSoXSObjects.motors.sam_Y' imported but unused
./startup/RSoXS/RSoXSObjects/detectors.py:7:1: F401 '..RSoXSObjects.motors.sam_Z' imported but unused
./startup/RSoXS/CommonFunctions/gGrEqns.py:7:1: E265 block comment should start with '# '
./startup/RSoXS/CommonFunctions/gGrEqns.py:12:31: W291 trailing whitespace
./startup/RSoXS/CommonFunctions/gGrEqns.py:133:5: E722 do not use bare 'except'
./startup/RSoXS/CommonFunctions/gGrEqns.py:156:5: E722 do not use bare 'except'
./startup/RSoXS/CommonFunctions/gGrEqns.py:297:5: E266 too many leading '#' for block comment
./startup/RSoXS/CommonFunctions/gGrEqns.py:298:5: E266 too many leading '#' for block comment
./startup/RSoXS/RSoXSBase/NEXAFSscans.py:3:1: F401 '..RSoXSObjects.signals.Beamstop_SAXS' imported but unused
./startup/RSoXS/RSoXSBase/NEXAFSscans.py:32:116: E501 line too long (117 > 115 characters)
./startup/RSoXS/RSoXSBase/energyscancore.py:22:1: F401 'copy.deepcopy' imported but unused
./startup/RSoXS/RSoXSBase/energyscancore.py:23:1: F401 '..RSoXSObjects.energy.Mono_Scan_Stop' imported but unused
./startup/RSoXS/RSoXSBase/energyscancore.py:84:5: F841 local variable 'motors' is assigned to but never used
./startup/RSoXS/RSoXSBase/energyscancore.py:202:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/energyscancore.py:290:1: E266 too many leading '#' for block comment
./startup/RSoXS/RSoXSBase/alignment.py:181:9: F402 import 'sample' from line 24 shadowed by loop variable
./startup/RSoXS/RSoXSBase/alignment.py:280:9: F841 local variable 'image' is assigned to but never used
./startup/RSoXS/RSoXSBase/alignment.py:281:116: E501 line too long (117 > 115 characters)
./startup/RSoXS/RSoXSBase/alignment.py:351:116: E501 line too long (120 > 115 characters)
./startup/RSoXS/RSoXSBase/alignment.py:379:18: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/alignment.py:386:18: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/alignment.py:435:39: E203 whitespace before ':'
./startup/RSoXS/RSoXSBase/alignment.py:565:9: F841 local variable 'y_image_offset_back' is assigned to but never used
./startup/RSoXS/RSoXSBase/alignment.py:788:116: E501 line too long (116 > 115 characters)
./startup/RSoXS/RSoXSBase/alignment.py:790:116: E501 line too long (116 > 115 characters)
./startup/RSoXS/RSoXSBase/configurations.py:3:1: F401 '..RSoXSObjects.motors.sam_viewer' imported but unused
./startup/RSoXS/RSoXSBase/common_metadata.py:172:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:176:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:180:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:184:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:192:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:196:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:202:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:439:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:447:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:453:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:459:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:465:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:469:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:475:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:479:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:485:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:489:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:493:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:497:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:506:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:513:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:517:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:521:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:525:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:531:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:535:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:541:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:546:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:549:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:554:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:567:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:570:12: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:577:12: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:585:12: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:593:12: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:605:8: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:609:9: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:610:12: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:865:14: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:890:116: E501 line too long (118 > 115 characters)
./startup/RSoXS/RSoXSBase/common_metadata.py:1020:16: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:1022:16: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:1024:16: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/common_metadata.py:1026:16: F632 use ==/!= to compare str, bytes, and int literals
./startup/RSoXS/RSoXSBase/contingencies.py:6:1: E402 module level import not at top of file
